"person_id","person_type","crash_record_id","rd_no","vehicle_id","crash_date","seat_no","city","state","zipcode","sex","age","drivers_license_state","drivers_license_class","safety_equipment","airbag_deployed","ejection","injury_classification","hospital","ems_agency","ems_run_no","driver_action","driver_vision","physical_condition","pedpedal_action","pedpedal_visibility","pedpedal_location","bac_result","bac_result_value","cell_phone_use"
"O1302778","DRIVER","4646b8d1ae099320398aaa6af8f504a73b380e6f17cdf0006b8fab0794d8146bd1ea3500a489d866b12cd167fbfaebf8e79feca2bfe8b4e37d7a55cbfdf81f18",,"1237201","2022-03-21T18:33:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302779","DRIVER","4646b8d1ae099320398aaa6af8f504a73b380e6f17cdf0006b8fab0794d8146bd1ea3500a489d866b12cd167fbfaebf8e79feca2bfe8b4e37d7a55cbfdf81f18",,"1237210","2022-03-21T18:33:00.000",,"CHICAGO","IL","60618","F","38","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302858","DRIVER","06b72e7293809f072ce8375c84e1e99edf92853d1588620184d6f1e8ae5758b0547b644f34917f0b723578de56e134c96448370a015de2fc273a385a95fc1ef6",,"1237283","2022-03-21T18:30:00.000",,,,,"F","23","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"FOLLOWED TOO CLOSELY","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302859","DRIVER","06b72e7293809f072ce8375c84e1e99edf92853d1588620184d6f1e8ae5758b0547b644f34917f0b723578de56e134c96448370a015de2fc273a385a95fc1ef6",,"1237287","2022-03-21T18:30:00.000",,"JOLIET",,,"M","41","IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","REFUSED",,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302874","DRIVER","309e17b48f60a218cadf3c834d9dc72a45903388bc7ef15aa28be348a254f1149d08e4c61960d17946e089db86b4ae5d562c1ff2c51ac85ee4a51371ce6ff1f8",,"1237294","2022-03-21T18:15:00.000",,,,,"F",,"IL",,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302790","DRIVER","cae237be73af6d5d7b86dfed5dd6f654e577ad5a67a479b58c6ef7455f8b8025819a5d88a50cdd4d44b1395c9bf7fa598c997041cf9d44c9edf3badb79f6658d",,"1237217","2022-03-21T18:15:00.000",,"CHICAGO","IL","60638","M","26","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302791","DRIVER","cae237be73af6d5d7b86dfed5dd6f654e577ad5a67a479b58c6ef7455f8b8025819a5d88a50cdd4d44b1395c9bf7fa598c997041cf9d44c9edf3badb79f6658d",,"1237233","2022-03-21T18:15:00.000",,"CHICAGO","IL","60638","F","65","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302773","DRIVER","add477688186ca3ca2f18e0d16c8f18609756a3c18982a3abd261495bd91cbdc8188c972ab29d37d58b189683b239123648e629a5040ae1a9f1b5b6fd3f109da",,"1237193","2022-03-21T18:13:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302868","DRIVER","408b320b1f090a4e5f752d2dd7b707d3a9fc655858a9c2959bbab8a1bb295f47a4d108d2a22488ed0f26560c8e6d9ff2b7d851a6434531e4048c8cd0a6e6664a",,"1237288","2022-03-21T18:00:00.000",,"CHICAGO","IL","60636","M","34","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY","NO INJURIES","DNA",,"UNKNOWN","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302837","DRIVER","7670222ca78a434d4e0c57d4d110138279f1ea2e4b16180cfe188e7d58c417c072a3d213ec7d31a1971391f7eaa99a7e89401be3f776678ed52e548e639e2e35",,"1237254","2022-03-21T18:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302838","DRIVER","7670222ca78a434d4e0c57d4d110138279f1ea2e4b16180cfe188e7d58c417c072a3d213ec7d31a1971391f7eaa99a7e89401be3f776678ed52e548e639e2e35",,"1237259","2022-03-21T18:00:00.000",,"CHICAGO","IL","60680","F","59","IL","M","NONE PRESENT","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302805","DRIVER","a37e0a618b8a3aa302deb99da8fcaf52af90e14d4e9ea5f3ceaf0f85cf4db6f5430fc8a9d82b98f38c9f13b42e9d29239c3d4fb62b09ab6c76452965be38529b",,"1237228","2022-03-21T18:00:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302769","DRIVER","2a23d6911f77414e5e2e6d277650973ccd2b44c543326f2b2813e6164d3f10bb099c11e00d7a5f3fa474b0e9b68686ca79d8d67e5b05380b9bedd2bde5a35dc7",,"1237197","2022-03-21T17:55:00.000",,"SHELDON","IA","51201","M","69","IA","A","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302776","DRIVER","5227115248a491151e1b2aaa3cbeea48607c24cf8f3343e8f3883188699e6376c477a5805274725a4b75c4619896a07bcd4a8b2b9f533702d479ad8391e186f6",,"1237203","2022-03-21T17:51:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302777","DRIVER","5227115248a491151e1b2aaa3cbeea48607c24cf8f3343e8f3883188699e6376c477a5805274725a4b75c4619896a07bcd4a8b2b9f533702d479ad8391e186f6",,"1237198","2022-03-21T17:51:00.000",,"CHICAGO","IL","60680","M","32","IL","B","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302792","DRIVER","4c92bbedd679a24dad41911d01941e7824da05b7f21319325008430803ee8280d2cbf145ed2c7f96bc4c90e576281c3d3c14fed75ec784095af14d6d411b951a",,"1237213","2022-03-21T17:50:00.000",,"BROWNSBURG","IN","46112","M","44","IN","A","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","N/A",,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302793","DRIVER","4c92bbedd679a24dad41911d01941e7824da05b7f21319325008430803ee8280d2cbf145ed2c7f96bc4c90e576281c3d3c14fed75ec784095af14d6d411b951a",,"1237238","2022-03-21T17:50:00.000",,"CHICAGO","IL","60620","F","33","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY","N/A",,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302866","DRIVER","2fe93d1f7fb04ed8ce201484c07782b05b3c81c02a904d5ad5347e2733b42f3bb0cecce07ffe36ee7697e7ea15e1a8f5c635874712803b9a342dfeacac8fb68a",,"1237301","2022-03-21T17:45:00.000",,"CHICAGO","IL","60613","F","38","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302867","PEDESTRIAN","2fe93d1f7fb04ed8ce201484c07782b05b3c81c02a904d5ad5347e2733b42f3bb0cecce07ffe36ee7697e7ea15e1a8f5c635874712803b9a342dfeacac8fb68a",,,"2022-03-21T17:45:00.000",,,,,"F",,,,"HELMET NOT USED",,,"NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN","CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION)","NO CONTRASTING CLOTHING","IN ROADWAY","TEST NOT OFFERED",,
"O1303376","DRIVER","4701e4ae96fd61e418975f8104e412c5392461a4f28fb57463b414a72ece89b61714131a1abd578ac109073262bb8c5364c0b30e4568023941ca303fa18fdea9",,"1237783","2022-03-21T17:45:00.000",,"CHICAGO","IL","60636","M","18","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","INCAPACITATING INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302753","DRIVER","4675d844084042d4e7f5e7cf828b434860c2370104d696739434b4ef7a8a5a7f958509a384291aafadbf583e968b9a4479efc0f0d3e1f7153b2c2354ee362f29",,"1237187","2022-03-21T17:43:00.000",,"NAPERVILLE","IL","60563","F","22","IL","D","SAFETY BELT USED","NOT APPLICABLE","UNKNOWN","NO INDICATION OF INJURY",,,,"CELL PHONE USE OTHER THAN TEXTING","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302754","DRIVER","4675d844084042d4e7f5e7cf828b434860c2370104d696739434b4ef7a8a5a7f958509a384291aafadbf583e968b9a4479efc0f0d3e1f7153b2c2354ee362f29",,"1237222","2022-03-21T17:43:00.000",,"CHICAGO","IL","60652","M","46","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302823","DRIVER","04e62736c34ded11b206ac2827a603266bfef712d7bf2944a9eb6df427ccd301b924ad3dd28d072b839a7ce3c4a5adfdb14105eb10185e3bcc07bc5dcb2546f5",,"1237246","2022-03-21T17:40:00.000",,"BLOOMINGDALE","IL","60108","M","45","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FOLLOWED TOO CLOSELY","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302824","DRIVER","04e62736c34ded11b206ac2827a603266bfef712d7bf2944a9eb6df427ccd301b924ad3dd28d072b839a7ce3c4a5adfdb14105eb10185e3bcc07bc5dcb2546f5",,"1237251","2022-03-21T17:40:00.000",,"CHICAGO","IL","60647","F","47","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302825","DRIVER","04e62736c34ded11b206ac2827a603266bfef712d7bf2944a9eb6df427ccd301b924ad3dd28d072b839a7ce3c4a5adfdb14105eb10185e3bcc07bc5dcb2546f5",,"1237258","2022-03-21T17:40:00.000",,"CHICAGO","IL","60608","M","42","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"NONE","OTHER","NORMAL",,,,"TEST NOT OFFERED",,
"O1303293","DRIVER","5f8e1199bd86533a69dff9d47c558378f6f7033147e4dc70c6a4390e03826f2c013c51e577c295a70db88a0465348cc7530cc6b88315bcdf816ba8da14bd3464",,"1237698","2022-03-21T17:35:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1303294","DRIVER","5f8e1199bd86533a69dff9d47c558378f6f7033147e4dc70c6a4390e03826f2c013c51e577c295a70db88a0465348cc7530cc6b88315bcdf816ba8da14bd3464",,"1237703","2022-03-21T17:35:00.000",,,,,"F",,"IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","REPORTED, NOT EVIDENT","U OF C","CFD/AMB38",,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST REFUSED",,
"O1302757","DRIVER","7ba48a741d047158d7d0494a8841dd7fbc3cbd04d9ab60f5cc53d5d3c1cfa05c86053bdb0c62a981f8c87de00666a4ea37ced9e43e207b1da32031ca4d5aee68",,"1237191","2022-03-21T17:30:00.000",,,,,"F",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302758","DRIVER","7ba48a741d047158d7d0494a8841dd7fbc3cbd04d9ab60f5cc53d5d3c1cfa05c86053bdb0c62a981f8c87de00666a4ea37ced9e43e207b1da32031ca4d5aee68",,"1237185","2022-03-21T17:30:00.000",,"CHICAGO","IL","60659","M","55","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P290002","PASSENGER","7ba48a741d047158d7d0494a8841dd7fbc3cbd04d9ab60f5cc53d5d3c1cfa05c86053bdb0c62a981f8c87de00666a4ea37ced9e43e207b1da32031ca4d5aee68",,"1237191","2022-03-21T17:30:00.000","5",,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1303391","DRIVER","e19472feb573becb89d064755dddc78d71e6c9a1060ad75816e0a6e9974797948023a6d50089899dc07f7de3df9b4d97b988f42448b6cdb6be39b540e9b26652",,"1237796","2022-03-21T17:30:00.000",,,,,"F",,,,"SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","OTHER","NORMAL",,,,"TEST NOT OFFERED",,
"O1302767","DRIVER","397bc927b82a3072972733c8b625514cb5d2b4f487ebaaa044bc5086ae886bffe22aa33aad9f5655cb2cf696e97e29d2c4a9c9dc3497d659ad260ae3c225aff3",,"1237190","2022-03-21T17:25:00.000",,,,,"M",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302768","PEDESTRIAN","397bc927b82a3072972733c8b625514cb5d2b4f487ebaaa044bc5086ae886bffe22aa33aad9f5655cb2cf696e97e29d2c4a9c9dc3497d659ad260ae3c225aff3",,,"2022-03-21T17:25:00.000",,"CHICAGO","IL","60621","F","21",,,"NONE PRESENT",,,"REPORTED, NOT EVIDENT",,"CFD AMB 14",,"NONE","UNKNOWN","NORMAL","CROSSING - WITH SIGNAL","NO CONTRASTING CLOTHING","IN CROSSWALK","TEST NOT OFFERED",,
"O1302789","PEDESTRIAN","397bc927b82a3072972733c8b625514cb5d2b4f487ebaaa044bc5086ae886bffe22aa33aad9f5655cb2cf696e97e29d2c4a9c9dc3497d659ad260ae3c225aff3",,,"2022-03-21T17:25:00.000",,"CHICAGO","IL",,"M","1",,,,,,"NO INDICATION OF INJURY",,,,"NONE","UNKNOWN","NORMAL","CROSSING - WITH SIGNAL","NO CONTRASTING CLOTHING","IN CROSSWALK",,,
"P290003","PASSENGER","397bc927b82a3072972733c8b625514cb5d2b4f487ebaaa044bc5086ae886bffe22aa33aad9f5655cb2cf696e97e29d2c4a9c9dc3497d659ad260ae3c225aff3",,"1237190","2022-03-21T17:25:00.000","6",,,,,,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302785","DRIVER","67db659d64caefb3b6edd234211192dfdc6ba3b1200594a35694dd2653d81f7af1077e1627057b05bbf6a4089ba9df98965c625cce121c40356ad454d3bb442e",,"1237199","2022-03-21T17:16:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","UNKNOWN","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302811","DRIVER","443578bb71569f8441d1465c3be4b5cff6d2368a31160c848f3fe2611cb3909bf384ddeb52b6975a89316adf1ff45d785641663ed311f91af2022d0cd2f871bc",,"1237249","2022-03-21T17:15:00.000",,"CHICAGO",,"60660","M","60","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER PASSING","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302812","DRIVER","443578bb71569f8441d1465c3be4b5cff6d2368a31160c848f3fe2611cb3909bf384ddeb52b6975a89316adf1ff45d785641663ed311f91af2022d0cd2f871bc",,"1237289","2022-03-21T17:15:00.000",,"SCHAUMBURG","IL","60193","F","49","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"P290008","PASSENGER","443578bb71569f8441d1465c3be4b5cff6d2368a31160c848f3fe2611cb3909bf384ddeb52b6975a89316adf1ff45d785641663ed311f91af2022d0cd2f871bc",,"1237249","2022-03-21T17:15:00.000","6",,,,"X",,,,"USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"P290009","PASSENGER","443578bb71569f8441d1465c3be4b5cff6d2368a31160c848f3fe2611cb3909bf384ddeb52b6975a89316adf1ff45d785641663ed311f91af2022d0cd2f871bc",,"1237249","2022-03-21T17:15:00.000","4",,"IL",,,,,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302714","DRIVER","c6c8eeae3f2bfa0a6898e173eb6bc59cf72de0ffadc5f9bdfc470c11768fd77488edaa1e9f404bb61e3c780ebf9721c971e00a65009f82bd584f00b5efba6f17",,"1237133","2022-03-21T17:10:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302715","DRIVER","c6c8eeae3f2bfa0a6898e173eb6bc59cf72de0ffadc5f9bdfc470c11768fd77488edaa1e9f404bb61e3c780ebf9721c971e00a65009f82bd584f00b5efba6f17",,"1237138","2022-03-21T17:10:00.000",,"CRYSTAL LAKE","IL","60014","F","33","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302725","DRIVER","43aea703e7986949018a79853cbf4c7fe18a0d4a050a7d1c812dc0e1fb968e6a72e3dd6284d7b14b0a83acc5ba2cf9332cdb963de39efbddc71a82c01c65c7e8",,"1237154","2022-03-21T17:05:00.000",,"CHICAGO","IL","60651","M","25","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"FAILED TO YIELD","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302726","DRIVER","43aea703e7986949018a79853cbf4c7fe18a0d4a050a7d1c812dc0e1fb968e6a72e3dd6284d7b14b0a83acc5ba2cf9332cdb963de39efbddc71a82c01c65c7e8",,"1237162","2022-03-21T17:05:00.000",,"STREAMWOOD","IL","60107","F","28","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"P289998","PASSENGER","43aea703e7986949018a79853cbf4c7fe18a0d4a050a7d1c812dc0e1fb968e6a72e3dd6284d7b14b0a83acc5ba2cf9332cdb963de39efbddc71a82c01c65c7e8",,"1237162","2022-03-21T17:05:00.000","5","STREAMWOOD","IL","60107","F","5",,,"CHILD RESTRAINT - FORWARD FACING","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302833","DRIVER","dfd6c394f73f98b7eb13b47e8faac806742765c9445567424beea540839a32e4065cf5eea6e956e2a9ef5cf43b48db5048b1048f3d6b110f586107b45329c008",,"1237282","2022-03-21T17:02:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302834","DRIVER","dfd6c394f73f98b7eb13b47e8faac806742765c9445567424beea540839a32e4065cf5eea6e956e2a9ef5cf43b48db5048b1048f3d6b110f586107b45329c008",,"1237286","2022-03-21T17:02:00.000",,"OLYMPIA",,,"F",,"IL",,"SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302735","DRIVER","936cef59aed8e3652b22031f733ebde04dc65228eca1399057b90bf3b56b314e9e3a96033471ead59bfa447b5fcc0961291e9d2d83fbf99da32882b593b6d7c9",,"1237164","2022-03-21T17:00:00.000",,"CHICAGO","IL","60615","F","32","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302736","DRIVER","936cef59aed8e3652b22031f733ebde04dc65228eca1399057b90bf3b56b314e9e3a96033471ead59bfa447b5fcc0961291e9d2d83fbf99da32882b593b6d7c9",,"1237156","2022-03-21T17:00:00.000",,"CHICAGO","IL","60647","F","42","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P289996","PASSENGER","936cef59aed8e3652b22031f733ebde04dc65228eca1399057b90bf3b56b314e9e3a96033471ead59bfa447b5fcc0961291e9d2d83fbf99da32882b593b6d7c9",,"1237156","2022-03-21T17:00:00.000","3","CHICAGO","IL","60647","F","9",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
"O1302831","DRIVER","99bfcdd81245540bb645c325e5d9cfb9036547ebd59fcd90aa83185ee04de3d19405397ac80631dc41d7acb0006aa3d87954227516924e6e917014f04c0bb775",,"1237245","2022-03-21T17:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302832","DRIVER","99bfcdd81245540bb645c325e5d9cfb9036547ebd59fcd90aa83185ee04de3d19405397ac80631dc41d7acb0006aa3d87954227516924e6e917014f04c0bb775",,"1237260","2022-03-21T17:00:00.000",,"CHICAGO","IL","60621","F","39","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302704","DRIVER","9c30916e6ebb6dca75b404fd2228f3cdf3aa823d1f9e33e616a8b95bc68eb3f0f5c40dfa70bf6d348f88b20218ea752af4aa3235d9dd7d66967e287c29ff6540",,"1237128","2022-03-21T17:00:00.000",,"CHICAGO","IL","60639","M","50","IL","D","SAFETY BELT USED","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302705","DRIVER","9c30916e6ebb6dca75b404fd2228f3cdf3aa823d1f9e33e616a8b95bc68eb3f0f5c40dfa70bf6d348f88b20218ea752af4aa3235d9dd7d66967e287c29ff6540",,"1237137","2022-03-21T17:00:00.000",,,,,"X",,,,"USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302894","DRIVER","7c0ebbe345b4a50c03301fffe3afb4a257c7a6678937ba4bd9b9b5890f5afa0ce4e8e670e2bb2eeeddad0f334f2b892cb354932b79d57817385dc0021ddce6ed",,"1237311","2022-03-21T16:58:00.000",,"CHICAGO","IL","60640","M","45","IL","D","USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"IMPROPER TURN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302895","DRIVER","7c0ebbe345b4a50c03301fffe3afb4a257c7a6678937ba4bd9b9b5890f5afa0ce4e8e670e2bb2eeeddad0f334f2b892cb354932b79d57817385dc0021ddce6ed",,"1237312","2022-03-21T16:58:00.000",,"CHICAGO","IL","60613","F","36","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"OTHER","UNKNOWN","NORMAL",,,,"TEST NOT OFFERED",,
"O1302815","DRIVER","a2c5f5d0be6bd547498f9ee4d24f77e6ff0f8725bc4a8afb69f4b2631399ce1b768365c6d6059ba6eaf060673c651b30d7328cadfee76dc0242abfc0092d9636",,"1237247","2022-03-21T16:45:00.000",,"OAK PARK","IL","60302","F","34","IL","D","USAGE UNKNOWN","DEPLOYMENT UNKNOWN","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302816","DRIVER","a2c5f5d0be6bd547498f9ee4d24f77e6ff0f8725bc4a8afb69f4b2631399ce1b768365c6d6059ba6eaf060673c651b30d7328cadfee76dc0242abfc0092d9636",,"1237250","2022-03-21T16:45:00.000",,"CHGO","IL","60639","F","29","IL","D","SAFETY BELT USED","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,"NONE","NOT OBSCURED","NORMAL",,,,"TEST NOT OFFERED",,
"O1302727","DRIVER","7589654ea4e043b43be7ce37f07c20c282ccd8be6130680fe9de8bbef35e0a704fdfdb7e616bd9d5dd8cf69af5d2096914e644e190f91324cb431564c329b40c",,"1237151","2022-03-21T16:40:00.000",,"CHICAGO","IL","60624","M","28","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"IMPROPER BACKING","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"O1302728","DRIVER","7589654ea4e043b43be7ce37f07c20c282ccd8be6130680fe9de8bbef35e0a704fdfdb7e616bd9d5dd8cf69af5d2096914e644e190f91324cb431564c329b40c",,"1237163","2022-03-21T16:40:00.000",,"CHICAGO","IL","60651","F","29","IL","D","USAGE UNKNOWN","NOT APPLICABLE","NONE","NO INDICATION OF INJURY",,,,"UNKNOWN","UNKNOWN","UNKNOWN",,,,"TEST NOT OFFERED",,
"P289995","PASSENGER","7589654ea4e043b43be7ce37f07c20c282ccd8be6130680fe9de8bbef35e0a704fdfdb7e616bd9d5dd8cf69af5d2096914e644e190f91324cb431564c329b40c",,"1237151","2022-03-21T16:40:00.000","3",,,,"F","26",,,"USAGE UNKNOWN","DID NOT DEPLOY","NONE","NO INDICATION OF INJURY",,,,,,,,,,,,
